cross_section_norm,cross_section_denorm
-0.07111985,889.9899
-0.028036958,1075.4586
0.013905177,1256.0165
0.052058958,1420.2657
0.091253646,1588.9961
0.13755882,1788.3364
0.18974808,2013.0074
0.23765121,2219.227
0.27644622,2386.2366
0.32690138,2603.4424
0.37754858,2821.4749
0.39051497,2877.2942
0.36908323,2785.0322
0.3459531,2685.4587
0.31840667,2566.8733
-0.21662605,263.59634
-0.21813482,257.10117
-0.21965018,250.57765
-0.22120178,243.89815
-0.2228893,236.63344
-0.22457686,229.3686
-0.22626428,222.10439
-0.2279518,214.8398
-0.22963934,207.57503
-0.23132677,200.31075
-0.2330142,193.04652
-0.23583001,180.92464
-0.2376869,172.93086
-0.23651585,177.97218
-0.23257267,194.94722
-0.22815372,213.97054
-0.22446738,229.83992
-0.22165576,241.9438
-0.21891743,253.73207
-0.21559834,268.02054
-0.2122121,282.59805
-0.20908755,296.04898
-0.20480959,314.4653
-0.20619354,308.50754
-0.20308158,321.90427
-0.19830608,342.46243
-0.20288134,322.76633
-0.2088382,297.12247
-0.2134033,277.47
-0.21669395,263.304
-0.21956919,250.92628
-0.22235541,238.93184
-0.22620724,222.34999
-0.23686323,176.4767
-0.25780147,86.339066
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.22104932,244.5544
-0.22428286,230.6343
-0.2275485,216.57594
-0.23078206,202.65572
-0.23404768,188.59743
-0.23722795,174.90663
-0.2378605,172.18355
-0.2369858,175.94905
-0.22975434,207.07997
-0.22214843,239.82283
-0.21642207,264.47446
-0.2101114,291.64145
-0.20603327,309.19742
-0.20024854,334.1003
-0.20654929,306.97604
-0.21600807,266.25668
-0.22302878,236.03304
-0.24255186,151.9875
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.4095412,-566.88934
-0.28860745,-46.278362
-0.2040666,317.6638
-0.16641259,479.76163
-0.20807886,300.39133
-0.23766157,173.03993
-0.25442237,100.88594
-0.27480417,13.143756
-0.2946977,-72.496506
-0.30072823,-98.45744
-0.28632107,-36.43571
-0.27925122,-6.000531
-0.2682187,41.493732
-0.26323757,62.93709
-0.26511356,54.861042
-0.27874732,-3.83122
-0.28515518,-31.41667
-0.27439532,14.903766
-0.23445243,186.85506
-0.18679726,392.0071
-0.18201467,412.5958
-0.17988193,421.77707
-0.18021393,420.34787
-0.17686054,434.78397
-0.17252913,453.43033
-0.17524803,441.72568
-0.1843783,402.42056
-0.19403216,360.86136
-0.20815256,300.07407
-0.20171967,327.76718
-0.20029923,333.88205
-0.20300955,322.2144
-0.20394087,318.2051
-0.20487195,314.19687
-0.20580328,310.1876
-0.20687422,305.57724
-0.20735133,303.52335
-0.20547068,311.61935
-0.2035901,319.71518
-0.20257449,324.08725
-0.20190576,326.9661
-0.20252073,324.3187
-0.19387358,361.54404
-0.53854054,-1122.2222
-0.5318851,-1093.5708
-0.55377144,-1187.79
-0.54455864,-1148.1296
-0.34610334,-293.79398
-0.31433693,-157.04192
-0.24043718,161.09114
-0.1154049,699.346
0.013912866,1256.0496
0.15576611,1866.7175
0.1458692,1824.112
1.4399772,7395.153
-0.039156772,1027.5886
-0.04343245,1009.1822
-0.12710008,648.9991
-0.20356265,319.83334
-0.24063489,160.23994
-0.25083792,116.31673
-0.51318276,-1013.0589
-0.50990134,-998.9327
-0.5051654,-978.54474
-0.50179523,-964.03644
-0.49881196,-951.19366
-0.4958287,-938.3509
-0.49484903,-934.13336
-0.49435157,-931.992
-0.5031089,-969.6917
-0.51255864,-1010.37213
-0.51934445,-1039.5845
-0.5254269,-1065.769
-0.5339969,-1102.6621
-0.5484373,-1164.8269
-0.56174725,-1222.1255
-0.57340497,-1272.311
-0.5735548,-1272.956
-0.5722001,-1267.1243
-0.56475407,-1235.0696
-0.5611462,-1219.5378
-0.5613204,-1220.2878
-0.5627398,-1226.3982
-0.56371886,-1230.613
-0.55564135,-1195.8398
-0.54596466,-1154.1824
-0.5343492,-1104.1787
-0.49033058,-914.68195
-0.43825638,-690.50616
-0.4232975,-626.1093
-0.40457764,-545.52167
-0.3925927,-493.92728
-0.3895669,-480.90152
-0.3703308,-398.09146
-0.344975,-288.93655
-0.3254958,-205.08012
-0.29629257,-79.36235
-0.2673005,45.44649
-0.23871857,168.48958
-0.20709446,304.62912
-0.1729958,451.42136
-0.1489604,554.892
-0.11785685,688.7905
-0.08127039,846.2926
-0.041345045,1018.16833
0.00565671,1220.5074
0.04252574,1379.226
0.07123193,1502.804
0.023221275,1296.1216
-0.009452546,1155.4631
-0.010269655,1151.9456
-0.012947505,1140.4176
-0.2385802,169.08528
-0.23824349,170.53474
-0.23790675,171.98445
-0.23692214,176.2231
-0.23604095,180.01656
-0.23515964,183.81056
-0.23427838,187.60432
-0.23338991,191.4291
-0.23248833,195.31032
-0.23158672,199.19167
-0.23067449,203.11879
-0.22968805,207.36537
-0.22870159,211.61195
-0.2277151,215.85872
-0.2267475,220.02419
-0.22637165,221.64223
-0.22560835,224.92818
-0.22480637,228.38063
-0.22406591,231.56819
-0.22332549,234.75569
-0.222585,237.9435
-0.22184455,241.131
-0.22110412,244.31856
-0.2203637,247.50594
-0.21964906,250.58247
-0.21898495,253.44142
-0.21838391,256.02884
-0.21779558,258.56155
-0.21720724,261.09433
-0.21349025,277.09573
-0.21327418,278.02585
-0.19832328,342.3884
-0.21175817,284.55222
-0.22151478,242.55067
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.23679087,176.78822
-0.2333659,191.53249
-0.22915299,209.66872
-0.22545913,225.57051
-0.22285077,236.79933
-0.2202336,248.06606
-0.21771085,258.9263
-0.21663016,263.57864
-0.21773499,258.82242
-0.20422044,317.00156
-0.22592664,223.55794
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.4932875,-927.4112
-0.48724788,-901.41095
-0.47778812,-860.68756
-0.5436911,-1144.395
-0.49882698,-951.2581
-0.49248326,-923.94904
-0.49162108,-920.23737
-0.3853226,-462.63004
-0.26153585,70.26289
-0.16965276,465.8129
-0.04999616,980.9259
-0.062408447,927.4919
-0.33127367,-229.95341
-0.334045,-241.88371
-0.3443118,-286.08157
-0.35995036,-353.40445
-0.37434715,-415.38162
-0.38630024,-466.83878
-0.39816785,-517.9279
-0.41002178,-568.9583
-0.42217627,-621.28253
-0.4369939,-685.07135
-0.45743945,-773.08795
-0.4685756,-821.02826
-0.46282235,-796.2609
-0.45794004,-775.243
-0.4533599,-755.5258
-0.4496504,-739.5567
-0.44582626,-723.09393
-0.44124174,-703.358
-0.43687567,-684.5623
-0.43549427,-678.61554
-0.4302919,-656.21967
-0.42460322,-631.7304
-0.41540086,-592.1148
-0.37823552,-432.12076
-0.33383593,-240.98369
-0.29930666,-92.33769
-0.26712692,46.193684
-0.23849785,169.43977
-0.21550858,268.40695
-0.17528206,441.5792
-0.11861143,685.5421
-0.12988749,636.99945
-0.15350306,535.3362
-0.17699352,434.21146
-0.18850332,384.66263
-0.1964092,350.6284
-0.206139,308.74234
-0.21268466,280.5637
-0.21270871,280.46017
-0.2081039,300.2836
-0.20361856,319.59262
-0.20006199,334.9034
-0.19189143,370.07706
-0.18479346,400.63333
-0.18326029,407.2335
-0.18165328,414.15158
-0.17932229,424.1863
-0.17813453,429.29953
-0.16847852,470.86795
-0.158505,513.8032
-0.14801249,558.97266
-0.1259745,653.8446
-0.13806745,601.78534
-0.15184823,542.4601
-0.16551724,483.616
-0.17440133,445.3707
-0.18387252,404.59787
-0.1933859,363.64346
-0.20331477,320.90042
-0.21327534,278.02084
-0.5034424,-971.12726
-0.50809264,-991.1463
-0.5127429,-1011.1651
-0.51736397,-1031.0586
-0.52160573,-1049.3191
-0.52510315,-1064.3752
-0.5285415,-1079.177
-0.53197974,-1093.9783
-0.5354182,-1108.7808
-0.539444,-1126.1116
-0.5437946,-1144.8403
-0.548141,-1163.5515
-0.5523729,-1181.7693
-0.55609006,-1197.7715
-0.55980724,-1213.7737
-0.5635171,-1229.7444
-0.5672199,-1245.6848
-0.57058567,-1260.1741
-0.5737322,-1273.7197
-0.57687896,-1287.2664
-0.5800715,-1301.01
-0.5805802,-1303.1997
-0.5790969,-1296.8145
-0.5775707,-1290.2441
-0.57542497,-1281.0068
-0.5735406,-1272.895
-0.57165617,-1264.7825
-0.5697718,-1256.6707
-0.57906514,-1296.6777
-0.575872,-1282.9314
-0.5526652,-1183.0276
-0.52524155,-1064.971
-0.4910063,-917.5909
-0.45588076,-766.37787
-0.42002773,-612.03314
-0.3875099,-472.0463
-0.359628,-352.01663
-0.331746,-231.98674
-0.30438644,-114.205734
-0.2779937,-0.5869572
-0.2523463,109.8232
-0.2319467,197.64198
-0.21562366,267.91153
-0.19897205,339.5955
-0.18027487,420.08548
-0.17799057,429.91922
-0.17642595,436.65482
-0.1598402,508.05527
-0.19365479,362.48593
-0.21166179,284.96713
-0.22990815,206.4178
-0.24904278,124.04463
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2174943,259.8586
-0.21700422,261.9683
-0.21655646,263.8959
-0.21610868,265.82358
-0.21566093,267.75107
-0.21521318,269.67862
-0.21476549,271.60587
-0.21431772,273.53348
-0.21386993,275.4612
-0.2133597,277.65775
-0.2140427,274.7175
-0.2147747,271.56625
-0.2155067,268.415
-0.21623868,265.26395
-0.21697065,262.11282
-0.21770266,258.96158
-0.21843463,255.8105
-0.21825677,256.5762
-0.217843,258.35745
-0.21721181,261.07468
-0.21374086,276.01688
-0.20544916,311.712
-0.20392862,318.25784
-0.20964257,293.6597
-0.21566828,267.71945
-0.24948943,122.1219
-0.2550199,98.31355
-0.25581264,94.90083
-0.25651425,91.88045
-0.25738963,88.112015
-0.25868034,82.55562
-0.25986862,77.44014
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
0.36884463,2784.0051
-0.016907727,1123.3691
-0.030730015,1063.8652
-0.05347482,965.9505
-0.07357543,879.4188
-0.21441555,273.11234
-0.253961,102.872025
-0.20303808,322.09152
-0.20334591,320.76633
-0.2036538,319.44095
-0.20396163,318.11575
-0.20426945,316.79056
-0.20459463,315.39072
-0.2049231,313.9767
-0.20625421,308.2463
-0.20964256,293.65976
-0.21312624,278.66275
-0.2374551,173.92873
-0.24832293,127.14351
-0.24908498,123.86299
-0.25020376,119.04671
-0.25250316,109.1479
-0.2548531,99.03157
-0.25667462,91.19014
-0.2582244,84.51839
-0.25967142,78.28914
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
0.15928115,1881.8495
0.07297353,1510.3014
-0.05081851,977.38574
0.051662914,1418.5608
0.12388959,1729.4915
0.115621634,1693.8984
0.03434869,1344.0243
-0.06281174,925.75574
-0.24587539,137.68001
-0.28140116,-15.25578
-0.2573674,88.20772
-0.2600276,76.75581
-0.42799443,-646.3293
-0.42926237,-651.78766
-0.43335712,-669.4152
-0.43747926,-687.1607
-0.44160134,-704.90594
-0.44572347,-722.65155
-0.4502501,-742.13824
-0.4565183,-769.1224
-0.46119928,-789.27374
-0.45984665,-783.45074
-0.4577028,-774.2216
-0.45593527,-766.6125
-0.45173946,-748.54987
-0.4426612,-709.46857
-0.4333801,-669.5141
-0.42251113,-622.72406
-0.4116423,-575.9345
-0.40078908,-529.2122
-0.38906878,-478.7571
-0.37622362,-423.45963
-0.36412466,-371.37442
-0.35202584,-319.28995
-0.34006187,-267.78592
-0.3247819,-202.00676
-0.30456373,-114.96904
-0.28600943,-35.09416
-0.2683102,41.09981
-0.2506727,117.02791
-0.23351422,190.89394
-0.21715221,261.33127
-0.20124209,329.82315
-0.18594605,395.67148
-0.15904456,511.48044
-0.12974524,637.6118
-0.0998108,766.4775
-0.095572636,784.7225
-0.1094752,724.8729
-0.1300861,636.14453
-0.15076888,547.1066
-0.17146735,458.00125
-0.18520239,398.8729
-0.20877996,297.37314
-0.25002995,119.794876
-0.25708747,89.412796
-0.25929007,79.93074
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.24322486,149.09041
-0.24333781,148.60408
-0.24345079,148.11775
-0.24356371,147.63167
-0.24367666,147.14534
-0.24378961,146.65913
-0.2439025,146.17317
-0.24401546,145.68684
-0.24412838,145.20076
-0.24424133,144.71455
-0.24436736,144.17195
-0.2454381,139.56258
-0.24699005,132.88142
-0.2483902,126.85396
-0.24968302,121.28841
-0.2509758,115.72322
-0.2523095,109.98164
-0.25371665,103.92403
-0.2550247,98.29292
-0.25637093,92.49751
-0.25850546,83.308426
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.2600276,76.75581
-0.28448218,-28.519453
-0.2879536,-43.463543
